Categories,Courses Name,Tenants,Difficulty Level,Course Rating,Course registered year,No.of Queries Searched
Data Science,Dealing With Missing Data,platform courses,Intermediate,2,2018,21
Data Science,Create a Database with the Modeling Tool in MySQL Workbench,University of Colorado Boulder,Conversant,2,2016,33
Data Science,Create Relational Database Tables Using SQLiteStudio,"University of California, Irvine",Advanced,4,2012,40
Data Science,Big data and Language 2,platform courses,Advanced,5,2009,4341
Data Science,Managing Big Data with MySQL,Johns Hopkins University,Intermediate,3,2016,16
Data Science,Security and Privacy for Big Data - Part 1,Johns Hopkins University,Beginner,5,2014,5767
Data Science,Tell the Data Story with Survey Graphics in Google Slides,platform courses,Intermediate,4,2013,11
Data Science,Data Analytics Foundations for Accountancy I,Relay Graduate School of Education,Conversant,5,2015,26
Data Science,Data Science in Stratified Healthcare and Precision Medicine,The Hong Kong University of Science and Technology,Advanced,3,2019,12
Data Science,Data-driven Astronomy,"University of Maryland, College Park",Conversant,4,2013,10
Data Science,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",platform courses,Intermediate,4,2017,29
Data Science,Statistical Data Visualization with Seaborn,University of Alberta,Conversant,4,2014,15
Data Science,Data Analysis Using Pyspark,University of London,Beginner,5,2009,2867
Data Science,Introduction to Accounting Data Analytics and Visualization,Google Cloud,Beginner,2,2018,47
Data Science,Materials Data Sciences and Informatics,University of Colorado System,Advanced,5,2019,1
Data Science,Introduction to Data Analysis Using Excel,University System of Georgia,Conversant,4,2014,21
Data Science,Building a Data Science Team,platform courses,Conversant,4,2013,36
Data Science,Predictive Analytics and Data Mining,Macquarie University,Advanced,3,2014,9
Data Science,Database Design and Diagramming in Dia,"University of California, Irvine",Beginner,4,2012,30
Data Science,Data Science at Scale - Capstone Project,platform courses,Advanced,3,2011,29
Data Science,Introduction to Big Data,Korea Advanced Institute of Science and Technology(KAIST),Conversant,2,2020,5
Data Science,Data Science Math Skills,Georgia Institute of Technology,Beginner,2,2016,7
Data Science,Introduction to Probability and Data with R,University of Illinois at Urbana-Champaign,Advanced,2,2010,13
Data Science,"Understanding China, 1700-2000: A Data Analytic Approach, Part 2",platform courses,Advanced,5,2016,50
Data Science,Advanced Data Structures in Java,The University of Chicago,Intermediate,5,2016,3
Data Science,Data Visualization and Communication with Tableau,platform courses,Advanced,5,2013,24
Data Science,Relational database systems,University of Houston,Conversant,3,2014,4
Data Science,IBM Data Topology,platform courses,Beginner,4,2018,31
Data Science,Security and Privacy for Big Data - Part 2,University of Copenhagen,Intermediate,4,2011,43
Data Science,Healthcare Data Models,Google Cloud,Conversant,5,2018,38
Data Science,Data Management for Clinical Research,Rutgers the State University of New Jersey,Beginner,2,2015,12
Data Science,Analyze Text Data with Yellowbrick,Erasmus University Rotterdam,Beginner,3,2020,4
Data Science,Bayesian Statistics: From Concept to Data Analysis,platform courses,Beginner,5,2020,39
Data Science,Performing Data Definition and Manipulation in SQL,platform courses,Advanced,5,2011,27
Data Science,Data Management and Visualization,University of London,Advanced,3,2010,35
Data Science,Data Science Ethics,University of Virginia,Advanced,4,2017,11
Data Science,Network Security & Database Vulnerabilities,"University of California, Santa Cruz",Beginner,5,2009,27
Data Science,Object-Oriented Data Structures in C++,The State University of New York,Beginner,3,2020,37
Data Science,Exploratory Data Analysis,University of California San Diego,Beginner,4,2016,15
Data Science,Exploratory Data Analysis,University of Michigan,Conversant,4,2015,2
Data Science,Healthcare Data Quality and Governance,platform courses,Intermediate,4,2009,21
Data Science,Data Science Capstone,Google,Intermediate,2,2017,45
Data Science,Data Science Capstone,University of California San Diego,Intermediate,3,2019,38
Data Science,Social Media Data Analytics,Wesleyan University,Intermediate,4,2015,44
Data Science,"Javascript animation for websites, storytelling, data visualization and games","University of California, Davis",Conversant,3,2014,8
Data Science,Plots (Graphics) for Data Science,Amazon Web Services,Conversant,4,2020,48
Data Science,Qualitative Data Collection Methods,Berklee College of Music,Beginner,5,2014,2340
Data Science,Applying Machine Learning to your Data with GCP,Northwestern University,Intermediate,5,2012,44
Data Science,Network Security & Database Vulnerabilities,Google Cloud,Beginner,3,2017,48
Data Science,Performing Data Aggregation using SQL Aggregate Functions,"University of California, Santa Cruz",Intermediate,5,2018,11
Data Science,The Data Science of Health Informatics,platform courses,Advanced,3,2015,19
Data Science,Advanced Linear Models for Data Science 1: Least Squares,University System of Georgia,Beginner,2,2011,27
Data Science,Databases and SQL for Data Science,platform courses,Intermediate,3,2018,35
Data Science,Handling Imbalanced Data Classification Problems,The Hong Kong University of Science and Technology,Beginner,2,2017,6
Data Science,Data Science in Real Life,Utrecht University,Beginner,3,2019,33
Data Science,Using Data for Geographic Mapping and Forecasting in SAS Visual Analytics,ESCP Business School,Conversant,3,2011,3
Data Science,"Data Analysis and Representation, Selection and Iteration",Wesleyan University,Intermediate,5,2017,21
Data Science,Cluster Analysis in Data Mining,The Hong Kong University of Science and Technology,Advanced,3,2012,4
Data Science,Survey Data Collection and Analytics Project (Capstone),platform courses,Intermediate,3,2015,15
Data Science,Build Data Analysis tools using R and DPLYR,University of California San Diego,Advanced,3,2011,32
Data Science,Anomaly Detection in Time Series Data with Keras,University of California San Diego,Advanced,4,2020,24
Data Science,Excel Basics for Data Analysis,University of Geneva,Beginner,3,2009,6079
Data Science,Combining and Analyzing Complex Data,Wesleyan University,Conversant,2,2010,25
Data Science,Using Descriptive Statistics to Analyze Data in R,Eindhoven University of Technology,Intermediate,4,2012,6
Data Science,Data Visualization,Google Cloud,Beginner,5,2013,26
Data Science,Managing Data Analysis,University of Michigan,Intermediate,5,2011,50
Data Science,Introduction to Data Analytics,Vanderbilt University,Beginner,2,2020,14
Data Science,Code Free Data Science,University of Colorado Boulder,Beginner,5,2017,28
Data Science,Basic Data Processing and Visualization,platform courses,Conversant,3,2019,42
Data Science,"Introduction to Data, Signal, and Image Analysis with MATLAB",platform courses,Advanced,4,2019,32
Data Science,Research Data Management and Sharing,platform courses,Conversant,2,2010,4
Data Science,Create Your First NoSQL Database with MongoDB and Compass,Ludwig-Maximilians-Universitï¿½t Mï¿½nchen (LMU),Conversant,2,2015,46
Data Science,"Biological Diversity (Theories, Measures and Data sampling techniques)",Tsinghua University,Advanced,3,2019,35
Data Science,Statistics for Genomic Data Science,IESE Business School,Intermediate,4,2013,46
Data Science,Advanced Features with Relational Database Tables Using SQLiteStudio,University of Michigan,Beginner,4,2012,14
Data Science,Predict Gas Guzzlers using a Neural Net Model on the MPG Data Set,platform courses,Conversant,5,2020,6
Data Science,Business Metrics for Data-Driven Companies,Korea Advanced Institute of Science and Technology(KAIST),Conversant,5,2019,35
Data Science,Healthcare Data Literacy,University of Geneva,Intermediate,4,2012,31
Data Science,Data Analysis and Reporting in SAS Visual Analytics,Association of International Certified Professional Accountants,Beginner,4,2014,12
Data Science,Databases and SQL for Data Science,University of Colorado Boulder,Intermediate,5,2020,13
Data Science,Databases and SQL for Data Science,University of Illinois at Urbana-Champaign,Intermediate,5,2013,13
Data Science,Exploring ?and ?Preparing ?your ?Data with BigQuery,Yonsei University,Advanced,5,2013,10
Data Science,"Big Data, Genes, and Medicine",The University of Melbourne,Conversant,4,2009,14
Data Science,Big Data Analytical Platform on Alibaba Cloud,platform courses,Beginner,3,2013,30
Data Science,Ordered Data Structures,platform courses,Advanced,3,2013,12
Data Science,Data Science Methodology,platform courses,Beginner,3,2009,3
Data Science,Data Science Methodology,"University of California, Davis",Intermediate,3,2010,43
Data Science,Data Analysis and Interpretation Capstone,platform courses,Advanced,3,2017,6450
Data Science,Intermediate Relational Database and SQL,platform courses,Conversant,5,2018,7
Data Science,Big Data - Capstone Project,University of Minnesota,Advanced,3,2010,13
Data Science,Data Structures and Design Patterns for Game Developers,University of Minnesota,Intermediate,2,2019,31
Data Science,Spatial Data Science and Applications,Michigan State University,Beginner,2,2016,26
Data Science,Data Analysis Tools,Princeton University,Beginner,3,2009,46
Data Science,Foundations for Big Data Analysis with SQL,EIT Digital,Beginner,3,2010,35
Data Science,Using Covid-19 Data to Make Supply Chain Logistics Decisions in Spreadsheets,platform courses,Beginner,3,2011,26
Data Science,Creating Database Tables with SQL,University of Copenhagen,Advanced,4,2020,37
Data Science,"Big Data Analysis: Hive, Spark SQL, DataFrames and GraphFrames",Georgia Institute of Technology,Conversant,2,2018,29
Data Science,SQL for Data Science,Goldman Sachs,Conversant,4,2009,10
Data Science,Data Analytics Foundations for Accountancy II,Macquarie University,Conversant,3,2013,42
Data Science,Exploring and Producing Data for Business Decision Making,Universitï¿½ Bocconi,Advanced,5,2019,7
Data Science,Executive Data Science Capstone,Sciences Po,Advanced,2,2020,48
Data Science,Data Visualization in Google Slides,Advancing Women in Product,Advanced,2,2013,41
Data Science,Exploratory Data Analysis,Johns Hopkins University,Conversant,2,2018,9156
Data Science,Introduction to Business Analytics: Communicating with Data,"University of California, Davis",Beginner,3,2017,38
Data Science,Advanced Relational Database and SQL,University of Copenhagen,Intermediate,5,2018,21
Data Science,Bioconductor for Genomic Data Science,Georgia Institute of Technology,Intermediate,3,2020,45
Data Science,Exploratory Data Analysis with Seaborn,California Institute of the Arts,Intermediate,3,2010,41
Data Science,Promote the Ethical Use of Data-Driven Technologies,Duke University,Advanced,4,2014,17
Data Science,Web of Data,Peking University,Beginner,2,2018,1563
Data Science,Data Processing and Feature Engineering with MATLAB,platform courses,Conversant,4,2014,31
Data Science,Building Basic Relational Databases inï¿½SQL Server Management Studio,University of Washington,Advanced,2,2012,6
Data Science,Predict Housing Prices in R on Boston Housing Data,platform courses,Advanced,2,2019,30
Data Science,Exploratory Data Analysis for Machine Learning,"University of California, Irvine",Conversant,5,2020,46
Data Science,Exploratory Data Analysis for Machine Learning,UNSW Sydney (The University of New South Wales),Beginner,4,2009,16
Data Science,Data-Driven Testing (via spreadsheet) with Selenium & TestNG,platform courses,Conversant,4,2018,50
Data Science,Foundations of mining non-structured medical data,University of Michigan,Conversant,2,2016,44
Data Science,Uncover the Survey Data Story with Charts in Google Sheets,"University of California, Davis",Conversant,2,2018,42
Data Science,Data Visualization with Plotly Express,Johns Hopkins University,Intermediate,4,2010,26
Data Science,Using Google Forms to Analyze User Research Data,University of Leeds,Advanced,3,2009,39
Data Science,Genomic Data Science Capstone,IBM,Conversant,4,2016,4
Data Science,Java Built in Data Structures,University of Washington,Advanced,2,2019,34
Data Science,Developing Data Products,University of Zurich,Beginner,3,2011,31
Data Science,Developing Data Products,Lund University,Advanced,4,2011,4
Data Science,How to Win a Data Science Competition: Learn from Top Kagglers,DeepLearning.AI,Beginner,2,2014,42
Data Science,3D Data Visualization for Science Communication,IE Business School,Intermediate,5,2009,2627
Data Science,Advanced Linear Models for Data Science 2: Statistical Linear Models,platform courses,Conversant,3,2009,34
Data Science,IBM Data Privacy for Information Architecture,Utrecht University,Conversant,5,2015,32
Data Science,Visualization for Data Journalism,Yale University,Advanced,5,2014,22
Data Science,Population Health: Responsible Data Analysis,Rice University,Intermediate,2,2018,39
Data Science,Data Analytics: Scraping Data using Hadley Wickam's Rvest package in R,University of Colorado Boulder,Beginner,4,2020,39
Data Science,Data Structures and Performance,Columbia University,Conversant,3,2016,50
Data Science,Data Structures and Performance,Rice University,Conversant,2,2019,4
Data Science,Excel Fundamentals for Data Analysis,Technische Universitï¿½t Mï¿½nchen (TUM),Intermediate,4,2019,48
Data Science,Data Science for Business Innovation,University of Washington,Conversant,3,2015,50
Data Science,Data Privacy Fundamentals,Yad Vashem,Conversant,5,2020,13
Data Science,"Cloud Computing Applications, Part 2: Big Data and Applications in the Cloud",University of Virginia,Conversant,5,2011,38
Data Science,Mastering Data Analysis in Excel,Erasmus University Rotterdam,Intermediate,3,2020,49
Data Science,Data for Machine Learning,University of Illinois at Urbana-Champaign,Advanced,4,2017,14
Data Science,Database Management Essentials,platform courses,Advanced,2,2015,35
Data Science,Applying Data Analytics in Finance,Michigan State University,Beginner,3,2014,50
Data Science,AI Workflow: Business Priorities and Data Ingestion,ESSEC Business School,Advanced,3,2016,3
Data Science,Creating New BigQuery Datasets and Visualizing Insights,University of Colorado System,Beginner,5,2015,47
Data Science,A Crash Course in Data Science,University of Manchester,Advanced,5,2020,21
Data Science,Data Visualization and Dashboards with Excel and Cognos,Johns Hopkins University,Advanced,3,2020,38
Data Science,"Big Data, Artificial Intelligence, and Ethics",Johns Hopkins University,Intermediate,4,2011,28
Data Science,Analyze Stock Data using R and Quantmod Package,University of Cape Town,Intermediate,5,2011,16
Data Science,Machine Learning With Big Data,University of London,Conversant,2,2018,6
Data Science,"Java Programming: Arrays, Lists, and Structured Data",Fundaï¿½ï¿½o Instituto de Administraï¿½ï¿½o,Intermediate,3,2014,42
Data Science,"Java Programming: Arrays, Lists, and Structured Data",Columbia University,Beginner,2,2016,7
Data Science,Data Mining Project,National Research University Higher School of Economics,Intermediate,3,2016,11
Data Science,The Data Scientistï¿½s Toolbox,UNSW Sydney (The University of New South Wales),Advanced,4,2019,25
Data Science,Big Data Applications: Machine Learning at Scale,Northwestern University,Advanced,3,2015,20
Data Science,Data Visualization with Tableau Project,University of Colorado System,Advanced,3,2010,31
Data Science,Pattern Discovery in Data Mining,University of Colorado Boulder,Conversant,2,2011,10
Data Science,Design Thinking and Predictive Analytics for Data Products,"University of California, Irvine",Intermediate,2,2012,8846
Data Science,"Probability Theory, Statistics and Exploratory Data Analysis",platform courses,Intermediate,3,2015,47
Data Science,Amazon DynamoDB: Building NoSQL Database-Driven Applications,Northwestern University,Intermediate,5,2012,32
Data Science,Analyzing Big Data with SQL,Johns Hopkins University,Conversant,4,2020,35
Data Science,Impute Data to Forecast Demand in Google Sheets,Georgia Institute of Technology,Advanced,2,2011,26
Data Science,AI Workflow: Data Analysis and Hypothesis Testing,University of Alberta,Conversant,3,2014,2
Data Science,Bioinformatics Capstone: Big Data in Biology,The University of Sydney,Conversant,5,2020,27
Data Science,"Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",University of Virginia,Conversant,4,2010,30
Data Science,Command Line Tools for Genomic Data Science,California Institute of the Arts,Advanced,2,2016,22
Data Science,"Data Collection: Online, Telephone and Face-to-face",Vanderbilt University,Conversant,5,2011,37
Data Science,Process Mining: Data science in Action,University of Minnesota,Beginner,2,2018,4
Data Science,Tools for Data Science,platform courses,Conversant,4,2016,10
Data Science,Machine Learning for Data Analysis,Copenhagen Business School,Conversant,5,2010,37
Data Science,Big Data Modeling and Management Systems,University System of Georgia,Intermediate,3,2012,10
Data Science,The Data Scientistï¿½s Toolbox,New York University,Conversant,4,2011,23
Data Science,What is Data Science?,University of Illinois at Urbana-Champaign,Intermediate,2,2017,45
Data Science,What is Data Science?,Politecnico di Milano,Conversant,3,2018,41
Data Science,What is Data Science?,University of Michigan,Intermediate,3,2018,15
Data Science,Infonomics I: Business Information Economics and Data Monetization,American Museum of Natural History,Conversant,3,2012,25
Data Science,Data and Health Indicators in Public Health Practice,Case Western Reserve University,Intermediate,4,2009,11
Data Science,Using clinical health data for better healthcare,University of Geneva,Advanced,5,2018,11
Data Science,Fundamentals of Scalable Data Science,Technical University of Denmark (DTU),Conversant,3,2013,39
Data Science,Introduction to Clinical Data Science,ï¿½cole Polytechnique,Conversant,4,2011,31
Data Science,Genomic Data Science and Clustering (Bioinformatics V),platform courses,Advanced,5,2019,19
Data Science,Genomic Data Science with Galaxy,HEC Paris,Beginner,3,2013,24
Data Science,Querying Databases Using SQL SELECT statement,Yonsei University,Intermediate,5,2013,9
Data Science,Communicating Data Science Results,Georgia Institute of Technology,Advanced,4,2020,21
Data Science,"Managing, Describing, and Analyzing Data","University of California, Davis",Beginner,4,2018,8
Data Science,Introduction to Data Analytics for Business,Michigan State University,Advanced,4,2012,10
Data Science,Manipulating Data with SQL,University of Florida,Intermediate,2,2017,6
Data Science,Applying Data Analytics in Marketing,The University of Sydney,Beginner,4,2014,38
Data Science,Building Data Visualization Tools,University of Michigan,Intermediate,5,2009,36
Data Science,"GIS Data Formats, Design and Quality",University of Glasgow,Advanced,2,2017,46
Data Science,Capstone: Analyzing (Social) Network Data,University of Colorado Boulder,Advanced,4,2018,19
Data Science,Tools for Data Science,Rice University,Conversant,4,2013,33
Data Science,GIS Data Acquisition and Map Design,University of Michigan,Beginner,5,2020,22
Data Science,Capstone: Create Value from Open Data,University of Colorado System,Conversant,5,2010,6
Data Science,Qualitative Data Analysis with MAXQDA Software,Yad Vashem,Conversant,3,2015,50
Data Science,Data Analytics for Lean Six Sigma,Peking University,Conversant,4,2010,46
Data Science,Applying Data Structures to Manipulate Cleansed UN Data,EIT Digital,Beginner,2,2014,42
Data Science,What is Data Science?,DeepLearning.AI,Beginner,5,2013,8
Data Science,Unordered Data Structures,Johns Hopkins University,Intermediate,4,2010,50
Data Science,Using Efficient Sorting Algorithms in Java to Arrange Tax Data,Johns Hopkins University,Beginner,4,2018,45
Data Science,Build a Database from a Relational Model,University of California San Diego,Conversant,3,2009,40
Data Science,Designing data-intensive applications,University of Colorado Boulder,Conversant,5,2020,39
Data Science,Building a Hiring Plan by Analyzing Past Data in Sheets,Berklee College of Music,Intermediate,4,2018,6913
Data Science,Exploratory Data Analysis with MATLAB,University of California San Diego,Conversant,5,2013,18
Data Science,Google Cloud Platform Big Data and Machine Learning Fundamentals,University of Rochester,Beginner,2,2020,3
Data Science,Google Cloud Platform Big Data and Machine Learning Fundamentals,University of Manchester,Advanced,2,2017,10
Data Science,Increasing Real Estate Management Profits: Harnessing Data Analytics,University of Colorado System,Conversant,4,2019,29
Data Science,Framework for Data Collection and Analysis,University of Colorado Boulder,Beginner,2,2019,13
Data Science,Big Data Analysis with Scala and Spark,University of Toronto,Beginner,5,2014,16
Data Science,Introduction to Statistics & Data Analysis in Public Health,The Museum of Modern Art,Advanced,2,2011,3
Data Science,Relational Database Support for Data Warehouses,University of Geneva,Intermediate,4,2013,14
Data Science,"Big Data Essentials: HDFS, MapReduce and Spark RDD",Duke University,Advanced,4,2016,34
Data Science,"Tables, Data & Networking in iOS",Yeshiva University,Beginner,3,2019,5
Data Science,Data in Database,University of Colorado System,Advanced,2,2017,47
Data Science,Create Customer Support Data with Google Sheets,University of Illinois at Urbana-Champaign,Advanced,5,2020,6
Data Science,Introduction to Relational Database and SQL,Duke University,Intermediate,2,2016,15
Data Science,Retrieve Data with Multiple-Table SQL Queries,University of Florida,Conversant,5,2016,17
Data Science,Data Analytics in Accounting Capstone,Icahn School of Medicine at Mount Sinai,Intermediate,4,2015,7
Data Science,Big data and Language 1,University of Toronto,Advanced,4,2014,13
Data Science,Graph Analytics for Big Data,University of Illinois at Urbana-Champaign,Conversant,4,2016,16
Data Science,Image Data Augmentation with Keras,platform courses,Intermediate,5,2011,28
Data Science,Big Data Science with the BD2K-LINCS Data Coordination and Integration Center,platform courses,Beginner,5,2014,32
Data Science,Data Structures,Duke University,Beginner,3,2020,46
Data Science,Database Design with SQL Server Management Studio (SSMS),EIT Digital,Beginner,5,2011,33
Data Science,Analyze NPS Survey Data in Google Sheets,"University of California, Irvine",Intermediate,5,2014,40
Data Science,Big Data Integration and Processing,"University of California, Irvine",Beginner,5,2019,32
Data Science,Artificial Intelligence Data Fairness and Bias,Berklee College of Music,Beginner,2,2014,48
Data Science,SQL for Data Science Capstone Project,University of Michigan,Advanced,3,2016,40
Data Science,Applied Data Science Capstone,University of California San Diego,Conversant,2,2012,16
Data Science,Applied Data Science Capstone,University of Colorado Boulder,Conversant,5,2019,13
Data Science,Data Modeling and Regression Analysis in Business,University of Washington,Conversant,2,2015,27
Data Science,Scalable Machine Learning on Big Data using Apache Spark,Google Cloud,Advanced,3,2015,21
Data Science,Business intelligence and data analytics: Generate insights,Arizona State University,Conversant,5,2015,2144
Finance,Finance for Managers,Erasmus University Rotterdam,Beginner,3,2013,11
Finance,Construction Finance,Universiteit Leiden,Beginner,5,2018,10
Finance,"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",The University of Edinburgh,Intermediate,5,2019,48
Finance,"Blockchain, Cryptoassets, and Decentralized Finance",University of Virginia,Conversant,5,2019,11
Finance,Corporate Finance I: Measuring and Promoting Value Creation,platform courses,Intermediate,3,2015,10
Finance,Finance for Non-Financial Managers,Rutgers the State University of New Jersey,Beginner,4,2017,12
Finance,Essentials of Corporate Finance Capstone,New York University,Conversant,3,2019,11
Finance,Corporate finance: Know your numbers 2,The Hong Kong University of Science and Technology,Beginner,3,2012,2
Finance,Finance for Non-Financial Professionals,University of Michigan,Intermediate,3,2013,41
Finance,How to finance your venture ?,Arizona State University,Beginner,3,2010,3
Finance,Finance for Everyone: Decisions,Michigan State University,Intermediate,2,2014,42
Finance,Finance for Everyone Capstone Project,University of Minnesota,Intermediate,2,2015,11
Finance,Overview of Advanced Methods of Reinforcement Learning in Finance,platform courses,Intermediate,5,2009,2
Finance,Reinforcement Learning in Finance,University of Amsterdam,Beginner,5,2012,45
Finance,Corporate Finance Essentials,University of Colorado Boulder,Conversant,4,2013,12
Finance,How to Finance and Grow Your Startup ï¿½ Without VC,University of Colorado System,Advanced,4,2011,47
Finance,Behavioral Finance,University of Illinois at Urbana-Champaign,Intermediate,5,2009,4609
Finance,Finance for Everyone: Debt,Hebrew University of Jerusalem,Intermediate,4,2010,17
Finance,New Venture Finance: Startup Funding for Entrepreneurs,Rice University,Conversant,5,2013,48
Finance,Future Development in Supply Chain Finance and Blockchain Technology,Moscow State Institute of International Relations (MGIMO) / ????? (?????????? ??????????????? ???????? ????????????? ????????? ??? ??????),Advanced,5,2015,42
Finance,Key Success Factors in Supply Chain Finance,The State University of New York,Intermediate,2,2010,1
Finance,Accounting and Finance for IT professionals,platform courses,Intermediate,2,2009,37
Finance,Introduction to Finance: The Basics,Georgia Institute of Technology,Beginner,4,2013,34
Finance,Supply Chain Finance Market and Fintech Ecosystem,Arizona State University,Intermediate,2,2011,38
Finance,Keeping up with Change: Issues for the Finance Professional,Arizona State University,Conversant,5,2019,48
Finance,Principles of Sustainable Finance,University of Michigan,Beginner,3,2017,7
Finance,Finance for Non-Finance Professionals,National Research University Higher School of Economics,Beginner,2,2013,12
Finance,Using Machine Learning in Trading and Finance,University of Illinois at Urbana-Champaign,Intermediate,3,2009,30
Finance,Principles of Corporate Finance ï¿½ A Tale of Value,University of Virginia,Beginner,5,2012,30
Finance,Introduction to Supply Chain Finance & Blockchain Technology,University of Virginia,Conversant,3,2011,31
Finance,Guided Tour of Machine Learning in Finance,platform courses,Intermediate,4,2019,49
Finance,Leverage Google Finance Functions in Google Sheets,University of Colorado Boulder,Advanced,4,2020,3
Finance,Finance for Everyone: Markets,SAS,Conversant,4,2015,12
Finance,Corporate Finance II: Financing Investments and Managing Risk,"University of California, Santa Cruz",Intermediate,5,2017,45
Finance,Finance For Everyone: Value,platform courses,Advanced,5,2015,24
Finance,Introduction to Finance: The Role of Financial Markets,Emory University,Conversant,3,2019,13
Finance,Business English: Finance and Economics,LearnQuest,Beginner,4,2013,45
Finance,Fundamentals of Machine Learning in Finance,Johns Hopkins University,Advanced,4,2019,30
Finance,Innovative Finance: Hacking finance to change the world,University System of Georgia,Beginner,5,2018,21
Finance,Finance for Startups,Princeton University,Beginner,5,2015,5
Finance,Finance for Managers,Tsinghua University,Intermediate,3,2019,22
Finance,Construction Finance,The University of North Carolina at Chapel Hill,Advanced,3,2017,44
Finance,"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",platform courses,Beginner,5,2018,24
Finance,"Blockchain, Cryptoassets, and Decentralized Finance",Saint Petersburg State University,Beginner,5,2011,28
Finance,Corporate Finance I: Measuring and Promoting Value Creation,Institut Mines-Tï¿½lï¿½com,Beginner,3,2010,42
Finance,Finance for Non-Financial Managers,University of Amsterdam,Conversant,2,2014,18
Finance,Essentials of Corporate Finance Capstone,platform courses,Advanced,3,2020,36
Finance,Corporate finance: Know your numbers 2,Eindhoven University of Technology,Intermediate,4,2015,28
Finance,Finance for Non-Financial Professionals,Macquarie University,Advanced,2,2009,3
Finance,How to finance your venture ?,University of California San Diego,Advanced,5,2012,31
Finance,Finance for Everyone: Decisions,platform courses,Advanced,3,2019,4
Finance,Finance for Everyone Capstone Project,University of Colorado Boulder,Beginner,2,2009,50
Finance,Overview of Advanced Methods of Reinforcement Learning in Finance,Georgia Institute of Technology,Advanced,5,2014,13
Finance,Reinforcement Learning in Finance,University of Pittsburgh,Advanced,5,2013,24
Finance,Corporate Finance Essentials,The Hong Kong University of Science and Technology,Advanced,2,2014,44
Finance,How to Finance and Grow Your Startup ï¿½ Without VC,Saint Petersburg State University,Advanced,4,2012,6
Finance,Behavioral Finance,Universitï¿½ Bocconi,Conversant,5,2019,25
Finance,Finance for Everyone: Debt,platform courses,Conversant,2,2017,38
Finance,New Venture Finance: Startup Funding for Entrepreneurs,The State University of New York,Beginner,5,2016,6
Finance,Future Development in Supply Chain Finance and Blockchain Technology,SAS,Advanced,2,2020,35
Finance,Key Success Factors in Supply Chain Finance,The Hong Kong University of Science and Technology,Advanced,2,2014,1061
Finance,Accounting and Finance for IT professionals,University of Colorado Boulder,Advanced,4,2009,18
Finance,Introduction to Finance: The Basics,"University of California, Irvine",Intermediate,3,2019,6
Finance,Supply Chain Finance Market and Fintech Ecosystem,The State University of New York,Conversant,2,2014,3
Finance,Keeping up with Change: Issues for the Finance Professional,platform courses,Intermediate,4,2010,5
Finance,Principles of Sustainable Finance,platform courses,Intermediate,3,2013,42
Finance,Finance for Non-Finance Professionals,Google Cloud,Conversant,5,2018,48
Finance,Using Machine Learning in Trading and Finance,EIT Digital,Advanced,3,2009,46
Finance,Principles of Corporate Finance ï¿½ A Tale of Value,platform courses,Beginner,4,2015,49
Finance,Introduction to Supply Chain Finance & Blockchain Technology,Johns Hopkins University,Advanced,3,2011,50
Finance,Guided Tour of Machine Learning in Finance,University of Colorado Boulder,Conversant,5,2011,38
Finance,Leverage Google Finance Functions in Google Sheets,Saint Petersburg State University,Conversant,3,2017,21
Finance,Finance for Everyone: Markets,Michigan State University,Advanced,2,2009,24
Finance,Corporate Finance II: Financing Investments and Managing Risk,University of Cape Town,Intermediate,4,2010,40
Finance,Finance For Everyone: Value,Lund University,Beginner,3,2010,14
Finance,Introduction to Finance: The Role of Financial Markets,Technical University of Denmark (DTU),Advanced,4,2017,32
Finance,Business English: Finance and Economics,National University of Singapore,Conversant,5,2013,31
Finance,Fundamentals of Machine Learning in Finance,platform courses,Intermediate,3,2017,2
Finance,Innovative Finance: Hacking finance to change the world,The University of Edinburgh,Intermediate,2,2014,11
Finance,Finance for Startups,Google Cloud,Advanced,2,2017,39
Java,"Learn to Teach Java: Boolean Expressions, If Statements, and Iteration","University of California, Irvine",Beginner,4,2018,12
Java,Web Application Development with JavaScript and MongoDB,Google Cloud,Intermediate,3,2018,5
Java,Hosting a Static Website (HTML/CSS/Javascript) in AWS S3,platform courses,Conversant,5,2012,29
Java,Building Cloud Services with the Java Spring Framework,platform courses,Beginner,5,2019,27
Java,Java for Android,Michigan State University,Conversant,2,2014,9
Java,Introduction to Javascript: The Basics,University of Toronto,Advanced,4,2014,33
Java,Learn to Teach Java: ArrayLists and 2D Arrays,University of Colorado System,Beginner,3,2016,29
Java,Front-End JavaScript Frameworks: Angular,Autodesk,Beginner,5,2017,50
Java,"Responsive Website Basics: Code with HTML, CSS, and JavaScript",University of Washington,Conversant,5,2009,41
Java,Building Modern Java Applications on AWS,Rice University,Intermediate,5,2012,19
Java,Object Oriented Programming in Java,The University of Chicago,Advanced,3,2015,38
Java,Object Oriented Programming in Java,The State University of New York,Beginner,3,2016,7
Java,Build a Simple App in Android Studio with Java,IBM,Conversant,2,2011,5
Java,JavaScript Strings: Properties and Methods,Google Cloud,Beginner,5,2010,4
Java,"Java Inheritance, Composition and Aggregation",platform courses,Beginner,4,2014,12
Java,RESTful API with HTTP and JavaScript,Rutgers the State University of New Jersey,Conversant,2,2019,16
