course,user_registration_year,id_user,user_profile,region,course_level,age_band,num_of_prev_attempts,studied_credits,qualification,final_result,course_registration_in_days,course_unregistration_in_days,course_present_in_platform_in_days,module_used_by_user_in_days,total_no_of_times_module_opened,activities_engaged_wrt_modules,total_clicks,projects_completed,average_assessment_score,queries,Hrabsence,Consultations,Attedance,Tenants,Recommend_course_priority,Are_you_Happy_with_course,Projects_in_the_course,Pending_projects,Category
Artificial Intelligence,2014,657245,Student,Hampshire,Beginner,0-35,0,90,Graduate,Pass,-81,262,343,262,77,484,1026,100,71.14285714,Artificial Intelligence,26,10,Highasbence,Byjus,High,1,241,141,
Artificial Intelligence,2014,643270,Student,Yorkshire Region,Advanced,0-35,0,60,Graduate,Pass,-81,269,350,269,67,305,1244,80,85.25,Data Science,14,25,Lowasbence,Unacademy,Low,1,256,176,
Artificial Intelligence,2014,651648,Student,Leicester,Intermediate,35-55,0,60,Graduate,Pass,-81,269,350,269,105,594,1910,80,83.25,Artificial Intelligence,32,2,Highasbence,Vedantu,Very Low,0,239,159,
Artificial Intelligence,2014,654668,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-81,269,350,269,110,497,1451,80,85.75,Machine learning,17.45,8,Lowasbence,Embibe,Very High ,1,231,151,
Artificial Intelligence,2014,656010,Student, Oxfordshire,Intermediate,0-35,0,30,Graduate,Pass,-81,269,350,269,52,328,1153,80,54.25,Python,12,15,Lowasbence,Toppr,Medium,1,233,153,
Artificial Intelligence,2014,678015,Student,Leicester,Beginner,0-35,0,60,Graduate,Pass,-81,269,350,269,108,475,2120,80,87.25,Data Science,30,19,Highasbence,Brainly,High,0,298,218,
Artificial Intelligence,2014,680483,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Pass,-81,269,350,269,111,528,1904,80,87.75,Artificial Intelligence,4,50,Lowasbence,Class Plus,Low,1,216,136,
Artificial Intelligence,2014,644936,Professional,Yorkshire Region,Intermediate,0-35,0,120,Graduate,Pass,-81,269,350,269,60,419,1978,92,74.16666667,Data Science,38,12,Highasbence,EduKart,Very Low,0,266,174,
Artificial Intelligence,2014,653045,Student, Oxfordshire,Intermediate,35-55,0,60,Graduate,Pass,-81,269,350,269,146,949,3568,92,88.83333333,Artificial Intelligence,6,31,Lowasbence,WizIQ,Very High ,0,285,193,
Artificial Intelligence,2013,613235,Student,Hampshire,Beginner,35-55,0,30,Post Graduate,Pass,-81,241,322,241,68,314,1000,80,72.375,Machine learning,14,21,Lowasbence,Udemy,Medium,0,299,219,
Artificial Intelligence,2013,622352,Professional,Wales,Beginner,0-35,0,30,Graduate,Pass,-81,241,322,241,36,158,621,70,83.28571429,Python,21,25,Highasbence,Coursera,High,0,289,219,
Artificial Intelligence,2011,434353,Professional,Hampshire,Beginner,35-55,1,60,Graduate,Pass,-80,240,320,240,81,342,758,83,82.8,Data Science,20,12,Lowasbence,Byjus,Low,1,277,194,
Artificial Intelligence,2012,2585937,Professional,Scotland,Advanced,0-35,1,165,Post Graduate,Pass,-80,268,348,268,31,140,331,92,83,Artificial Intelligence,30,12,Highasbence,Unacademy,Very Low,0,251,159,
Artificial Intelligence,2014,682107,Professional,Cheshire,Intermediate,0-35,0,60,Graduate,Pass,-80,262,342,262,29,198,1188,83,47.6,Data Science,20,19,Lowasbence,Vedantu,Very High ,1,236,153,
Artificial Intelligence,2012,572231,Professional,Singapore,Intermediate,0-35,0,150,Post Graduate,Pass,-80,261,341,261,106,468,921,86,59,Artificial Intelligence,30,19,Highasbence,Embibe,Medium,0,254,168,
Artificial Intelligence,2012,596845,Student,Scotland,Advanced,0-35,0,60,Graduate,Pass,-80,261,341,261,138,754,1551,100,78.85714286,Machine learning,4,50,Lowasbence,Toppr,High,1,211,111,
Artificial Intelligence,2014,655600,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Pass,-80,262,342,262,159,817,2080,100,72,Python,13,20,Lowasbence,Brainly,Low,1,284,184,
Artificial Intelligence,2012,580342,Student,Cheshire,Advanced,0-35,0,60,Graduate,Pass,-80,268,348,268,101,663,2879,92,82.41666667,Data Science,21,25,Highasbence,Class Plus,Very Low,0,283,191,
Artificial Intelligence,2012,591055,Student,Norfolk,Intermediate,0-35,0,90,Graduate,Pass,-80,268,348,268,64,573,3298,92,78.33333333,Artificial Intelligence,22,13,Highasbence,EduKart,Very High ,0,281,189,
Artificial Intelligence,2012,593459,Student, Oxfordshire,Advanced,0-35,0,60,Graduate,Pass,-80,268,348,268,41,291,1774,92,72.66666667,Data Science,12,42,Lowasbence,WizIQ,Medium,0,274,182,
Artificial Intelligence,2014,632290,Student,Buckingham,Intermediate,0-35,1,60,Graduate,Pass,-80,269,349,269,68,438,1953,92,84.16666667,Artificial Intelligence,20,15,Lowasbence,Udemy,High,0,296,204,
Artificial Intelligence,2013,619481,Student, Oxfordshire,Beginner,35-55,0,30,Graduate,Pass,-80,241,321,241,105,435,1529,90,83.11111111,Machine learning,32,2,Highasbence,Coursera,Low,1,245,155,
Artificial Intelligence,2013,620522,Student,London ,Advanced,35-55,0,30,Graduate,Pass,-80,241,321,241,19,96,293,70,66.71428571,Python,17.45,8,Lowasbence,Byjus,Very Low,0,249,179,
Artificial Intelligence,2013,623072,Professional,Surrey,Advanced,0-35,0,30,Graduate,Pass,-80,241,321,241,48,182,603,80,73.75,Data Science,12,15,Lowasbence,Unacademy,Very High ,1,247,167,
Artificial Intelligence,2011,427704,Student,Buckingham,Intermediate,35-55,0,120,Post Graduate,Pass,-79,240,319,240,32,161,376,92,81.09090909,Artificial Intelligence,6,25,Lowasbence,Vedantu,Medium,0,206,114,
Artificial Intelligence,2011,527020,Professional,Scotland,Advanced,35-55,0,120,Post Graduate,Pass,-79,240,319,240,31,122,233,92,64.90909091,Data Science,30,33,Highasbence,Embibe,High,0,296,204,
Artificial Intelligence,2011,534432,Professional, Oxfordshire,Beginner,0-35,0,120,Graduate,Pass,-79,240,319,240,47,173,381,83,78.1,Artificial Intelligence,21,28,Highasbence,Toppr,Low,1,240,157,
Artificial Intelligence,2012,577414,Student,Cheshire,Beginner,0-35,0,120,Graduate,Pass,-79,261,340,261,63,267,629,100,80.14285714,Machine learning,8,15,Lowasbence,Brainly,Very Low,0,215,115,
Artificial Intelligence,2012,583955,Professional, Oxfordshire,Intermediate,35-55,0,60,Graduate,Pass,-79,261,340,261,148,996,2949,100,79.71428571,Python,12,14,Lowasbence,Class Plus,Very High ,1,278,178,
Artificial Intelligence,2012,586550,Student,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-79,261,340,261,30,96,169,100,55.57142857,Data Science,6,27,Lowasbence,EduKart,Medium,0,263,163,
Artificial Intelligence,2014,682684,Student,Buckingham,Beginner,0-35,0,60,Graduate,Pass,-79,262,341,262,71,456,805,100,85.85714286,Artificial Intelligence,6,25,Lowasbence,WizIQ,High,0,200,100,
Artificial Intelligence,2014,682740,Professional,Surrey,Beginner,0-35,0,120,Graduate,Pass,-79,262,341,262,103,398,937,100,73.42857143,Data Science,30,33,Highasbence,Udemy,Low,0,260,160,
Artificial Intelligence,2014,654676,Student,Scotland,Intermediate,0-35,0,60,Graduate,Pass,-79,269,348,269,85,412,1689,80,85.75,Artificial Intelligence,26,10,Highasbence,Coursera,Very Low,1,204,124,
Artificial Intelligence,2014,681327,Student,Scotland,Advanced,0-35,0,60,Graduate,Pass,-79,269,348,269,55,249,808,80,82.75,Machine learning,20,48,Lowasbence,Byjus,Very High ,1,213,133,
Artificial Intelligence,2014,642448,Student,Wales,Beginner,0-35,0,120,Graduate,Pass,-79,269,348,269,116,597,2831,92,84.66666667,Python,20,15,Lowasbence,Unacademy,Medium,0,241,149,
Artificial Intelligence,2014,646539,Professional,Norfolk,Beginner,0-35,0,90,Graduate,Pass,-79,269,348,269,66,471,2211,92,80.58333333,Data Science,20,12,Lowasbence,Vedantu,High,0,249,157,
Artificial Intelligence,2014,654565,Student, Oxfordshire,Beginner,0-35,0,120,Graduate,Pass,-79,269,348,269,77,788,3679,92,84.08333333,Artificial Intelligence,14,25,Lowasbence,Embibe,Low,0,292,200,
Artificial Intelligence,2013,609326,Professional,Surrey,Advanced,35-55,0,30,Graduate,Pass,-79,241,320,241,37,175,565,90,69.66666667,Data Science,6,27,Lowasbence,Toppr,Very Low,1,297,207,
Artificial Intelligence,2013,618621,Professional, Oxfordshire,Advanced,35-55,0,30,Graduate,Pass,-79,241,320,241,26,131,297,70,77.42857143,Artificial Intelligence,13,20,Lowasbence,Brainly,Very High ,0,247,177,
Artificial Intelligence,2011,511459,Professional,Cheshire,Beginner,35-55,1,120,Graduate,Pass,-78,240,318,240,29,202,488,92,74,Machine learning,30,20,Highasbence,Class Plus,Medium,0,293,201,
Artificial Intelligence,2012,2062995,Professional,Scotland,Beginner,35-55,0,60,Graduate,Pass,-78,268,346,268,50,293,650,75,74,Python,21,25,Highasbence,EduKart,High,1,233,158,
Artificial Intelligence,2014,681581,Professional,London ,Basic,35-55,0,60,Graduate,Pass,-78,262,340,262,50,319,1753,83,61.2,Data Science,20,12,Lowasbence,WizIQ,Low,0,289,206,
Artificial Intelligence,2014,682316,Student,Hampshire,Beginner,35-55,0,60,Graduate,Pass,-78,262,340,262,41,276,908,83,76.6,Artificial Intelligence,14,25,Lowasbence,Udemy,Very Low,1,262,179,
Artificial Intelligence,2014,683120,Professional,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-78,262,340,262,104,525,2163,83,89.2,Data Science,32,2,Highasbence,Coursera,Very High ,0,273,190,
Artificial Intelligence,2014,622812,Student,Ireland,Beginner,0-35,0,30,Post Graduate,Pass,-78,269,347,269,54,263,1133,90,79.44444444,Artificial Intelligence,30,19,Highasbence,Byjus,Medium,1,250,160,
Artificial Intelligence,2012,586526,Student,Yorkshire Region,Beginner,0-35,0,120,Graduate,Pass,-78,261,339,261,92,440,960,86,60.66666667,Machine learning,21,28,Highasbence,Unacademy,High,0,249,163,
Artificial Intelligence,2012,596441,Student, Oxfordshire,Beginner,0-35,0,60,Graduate,Pass,-78,261,339,261,66,320,636,86,55.33333333,Python,38,12,Highasbence,Vedantu,Low,1,286,200,
Artificial Intelligence,2012,598052,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-78,261,339,261,118,535,1419,100,80.42857143,Data Science,6,31,Lowasbence,Embibe,Very Low,1,203,103,
Artificial Intelligence,2014,657077,Student,Buckingham,Intermediate,0-35,0,60,Graduate,Pass,-78,262,340,262,165,782,1636,100,89.57142857,Artificial Intelligence,14,21,Lowasbence,Toppr,Very High ,1,299,199,
Artificial Intelligence,2014,682660,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-78,262,340,262,112,572,1537,100,76.14285714,Data Science,21,25,Highasbence,Brainly,Medium,1,213,113,
Artificial Intelligence,2014,651766,Student,Buckingham,Beginner,0-35,0,60,Graduate,Pass,-78,269,347,269,63,314,1457,80,70.75,Artificial Intelligence,20,15,Lowasbence,Class Plus,High,1,273,193,
Artificial Intelligence,2014,674889,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-78,269,347,269,49,196,654,80,80,Machine learning,20,12,Lowasbence,EduKart,Low,1,253,173,
Artificial Intelligence,2014,675162,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-78,269,347,269,32,217,937,80,82,Python,14,25,Lowasbence,WizIQ,Very Low,1,240,160,
Artificial Intelligence,2014,647391,Professional,Norfolk,Intermediate,0-35,0,150,Graduate,Pass,-78,269,347,269,67,506,2223,92,75.58333333,Data Science,6,27,Lowasbence,Udemy,Very High ,0,270,178,
Artificial Intelligence,2014,653558,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-78,269,347,269,115,700,3163,92,83.5,Artificial Intelligence,13,20,Lowasbence,Coursera,Medium,0,235,143,
Artificial Intelligence,2014,656065,Professional, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-78,269,347,269,110,772,2951,92,67.33333333,Data Science,6,25,Lowasbence,Byjus,High,1,215,123,
Artificial Intelligence,2014,676265,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-78,269,347,269,121,767,3546,92,84.5,Artificial Intelligence,30,33,Highasbence,Unacademy,Low,1,259,167,
Artificial Intelligence,2013,612797,Professional,Norfolk,Intermediate,0-35,0,30,Graduate,Pass,-78,241,319,241,31,168,509,80,79,Machine learning,30,20,Highasbence,Vedantu,Very Low,0,246,166,
Artificial Intelligence,2013,620726,Professional,London ,Intermediate,0-35,0,30,Graduate,Pass,-78,241,319,241,36,159,455,90,79,Python,6,17,Lowasbence,Embibe,Very High ,1,292,202,
Artificial Intelligence,2011,504028,Professional,London ,Intermediate,0-35,1,180,Graduate,Pass,-77,240,317,240,89,532,1463,92,81.90909091,Data Science,12,42,Lowasbence,Toppr,Medium,1,271,179,
Artificial Intelligence,2011,512995,Professional,Yorkshire Region,Beginner,0-35,0,60,Graduate,Pass,-77,240,317,240,58,308,828,83,82.5,Artificial Intelligence,16,23,Lowasbence,Brainly,High,1,263,180,
Artificial Intelligence,2014,682627,Professional,Buckingham,Beginner,0-35,0,60,Graduate,Pass,-77,262,339,262,61,344,1544,83,58.8,Data Science,30,19,Highasbence,Class Plus,Low,1,242,159,
Artificial Intelligence,2014,683275,Professional, Oxfordshire,Intermediate,0-35,0,120,Graduate,Pass,-77,262,339,262,28,84,170,83,53,Artificial Intelligence,4,50,Lowasbence,EduKart,Very Low,0,235,152,
Artificial Intelligence,2014,592625,Student,Cheshire,Intermediate,0-35,0,90,Graduate,Pass,-77,269,346,269,65,405,1003,50,78.6,Machine learning,8,15,Lowasbence,WizIQ,Very High ,0,250,200,
Artificial Intelligence,2014,634552,Student,Norfolk,Intermediate,0-35,0,60,Graduate,Pass,-77,269,346,269,46,150,410,90,83.11111111,Python,12,14,Lowasbence,Udemy,Medium,1,255,165,
Artificial Intelligence,2014,682022,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Pass,-77,262,339,262,63,310,831,100,64.14285714,Data Science,30,33,Highasbence,Coursera,High,0,270,170,
Artificial Intelligence,2014,682897,Professional,Buckingham,Intermediate,0-35,0,120,Graduate,Pass,-77,262,339,262,53,330,570,100,77.71428571,Artificial Intelligence,21,28,Highasbence,Byjus,Low,0,276,176,
Artificial Intelligence,2014,645319,Student,Leicester,Intermediate,55<=,0,60,Graduate,Pass,-77,269,346,269,112,587,2417,80,93.25,Data Science,30,14,Highasbence,Unacademy,Very Low,0,280,200,
Artificial Intelligence,2011,479171,Professional,Cheshire,Intermediate,0-35,0,60,Graduate,Pass,-76,240,316,240,102,540,1622,83,89.9,Artificial Intelligence,21,25,Highasbence,Vedantu,Very High ,1,246,163,
Artificial Intelligence,2011,513757,Professional,Cheshire,Beginner,35-55,1,120,Graduate,Pass,-76,240,316,240,69,313,827,92,76.81818182,Machine learning,22,13,Highasbence,Embibe,Medium,0,227,135,
Artificial Intelligence,2013,282713,Professional,Ireland,Intermediate,35-55,0,60,Graduate,Pass,-75,234,309,234,62,239,652,92,70.09090909,Python,12,15,Lowasbence,Toppr,High,1,247,155,
Artificial Intelligence,2013,417263,Professional,Leicester,Intermediate,35-55,0,60,Graduate,Pass,-75,234,309,234,79,294,868,83,84.1,Data Science,30,19,Highasbence,Brainly,Low,1,227,144,
Artificial Intelligence,2013,626379,Professional,Scotland,Intermediate,35-55,0,30,Graduate,Pass,-75,241,316,241,38,241,733,90,71,Artificial Intelligence,12,14,Lowasbence,Class Plus,Very Low,1,259,169,
Artificial Intelligence,2012,1536774,Professional,Cheshire,Beginner,35-55,1,60,Graduate,Pass,-74,268,342,268,133,618,1767,92,78.09090909,Data Science,16,23,Lowasbence,EduKart,Very High ,0,208,116,
Artificial Intelligence,2014,607668,Professional,Scotland,Beginner,0-35,0,120,Graduate,Pass,-74,269,343,269,94,404,1516,80,77.75,Artificial Intelligence,21,28,Highasbence,WizIQ,Medium,1,236,156,
Artificial Intelligence,2014,614804,Student,London ,Intermediate,0-35,1,60,Post Graduate,Pass,-74,269,343,269,61,272,1180,90,66.11111111,Machine learning,38,12,Highasbence,Udemy,High,1,241,151,
Artificial Intelligence,2014,628300,Student,Surrey,Beginner,0-35,0,60,Graduate,Pass,-74,269,343,269,29,102,239,60,77.66666667,Python,6,31,Lowasbence,Coursera,Low,1,213,153,
Artificial Intelligence,2012,588293,Student,Cheshire,Advanced,35-55,0,60,Graduate,Pass,-74,261,335,261,157,560,1629,86,77.66666667,Data Science,12,42,Lowasbence,Byjus,Very Low,0,270,184,
Artificial Intelligence,2012,599177,Student, Oxfordshire,Intermediate,0-35,0,120,Graduate,Pass,-74,261,335,261,88,293,529,100,56,Artificial Intelligence,16,23,Lowasbence,Unacademy,Very High ,1,299,199,
Artificial Intelligence,2012,599314,Student,Surrey,Advanced,0-35,0,60,Graduate,Pass,-74,261,335,261,61,274,690,100,77.28571429,Data Science,38,21,Highasbence,Vedantu,Medium,1,279,179,
Artificial Intelligence,2014,644525,Professional,Scotland,Intermediate,0-35,0,60,Graduate,Pass,-74,262,336,262,113,614,1361,100,81.85714286,Artificial Intelligence,12,15,Lowasbence,Embibe,High,1,284,184,
Artificial Intelligence,2014,644956,Student,Scotland,Beginner,0-35,0,240,Graduate,Pass,-74,262,336,262,137,685,1691,100,77.14285714,Machine learning,30,19,Highasbence,Toppr,Low,1,203,103,
Artificial Intelligence,2014,656454,Professional,Buckingham,Intermediate,35-55,0,60,Graduate,Pass,-74,262,336,262,85,442,1107,100,72.71428571,Python,4,50,Lowasbence,Brainly,Very Low,1,275,175,
Artificial Intelligence,2014,682117,Student,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Pass,-74,262,336,262,35,150,260,100,67.57142857,Data Science,8,15,Lowasbence,Class Plus,Very High ,1,266,166,
Artificial Intelligence,2014,677459,Student,Hampshire,Intermediate,0-35,0,120,Graduate,Pass,-74,269,343,269,84,514,2180,80,81.5,Artificial Intelligence,16,23,Lowasbence,EduKart,Medium,0,285,205,
Artificial Intelligence,2012,584771,Student,Surrey,Advanced,0-35,0,90,Graduate,Pass,-74,268,342,268,103,611,2861,92,85.83333333,Data Science,20,12,Lowasbence,WizIQ,High,1,296,204,
Artificial Intelligence,2012,587690,Professional,Scotland,Intermediate,0-35,0,90,Graduate,Pass,-74,268,342,268,69,472,1747,92,77.16666667,Artificial Intelligence,14,25,Lowasbence,Udemy,Low,0,222,130,
Artificial Intelligence,2012,588971,Student,Hampshire,Beginner,0-35,0,90,Graduate,Pass,-74,268,342,268,51,404,1663,92,66.25,Machine learning,32,2,Highasbence,Coursera,Very Low,1,245,153,
Artificial Intelligence,2012,590824,Professional,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Pass,-74,268,342,268,127,973,3857,92,78.58333333,Python,17.45,8,Lowasbence,Byjus,Very High ,0,243,151,
Artificial Intelligence,2012,592689,Student,Buckingham,Intermediate,0-35,0,60,Graduate,Pass,-74,268,342,268,92,729,3301,92,65.91666667,Data Science,12,15,Lowasbence,Unacademy,Medium,0,281,189,
Artificial Intelligence,2012,596147,Student,Norfolk,Beginner,0-35,0,60,Graduate,Pass,-74,268,342,268,188,1084,3975,92,85.08333333,Artificial Intelligence,30,19,Highasbence,Vedantu,High,0,278,186,
Artificial Intelligence,2014,652672,Professional,Buckingham,Intermediate,0-35,0,60,Graduate,Pass,-74,269,343,269,104,555,3484,92,89.91666667,Data Science,21,28,Highasbence,Embibe,Low,1,299,207,
Artificial Intelligence,2014,656414,Student,Norfolk,Intermediate,0-35,0,60,Graduate,Pass,-74,269,343,269,137,929,3276,92,86.83333333,Artificial Intelligence,38,12,Highasbence,Toppr,Very Low,1,285,193,
Artificial Intelligence,2013,617391,Professional,Norfolk,Intermediate,0-35,0,30,Graduate,Pass,-74,241,315,241,11,69,241,90,78.22222222,Machine learning,6,17,Lowasbence,Brainly,Very High ,1,245,155,
Artificial Intelligence,2011,442012,Professional,Cheshire,Intermediate,35-55,1,60,Graduate,Pass,-73,240,313,240,114,629,1465,92,86.18181818,Python,8,14,Lowasbence,Class Plus,Medium,1,242,150,
Artificial Intelligence,2011,502604,Professional,Surrey,Intermediate,0-35,0,90,Graduate,Pass,-73,240,313,240,44,150,328,92,72.36363636,Data Science,20,19,Lowasbence,EduKart,High,0,261,169,
Artificial Intelligence,2011,526370,Professional,London ,Intermediate,0-35,0,60,Graduate,Pass,-73,240,313,240,66,199,532,75,65.11111111,Artificial Intelligence,20,15,Lowasbence,WizIQ,Low,1,203,128,
Artificial Intelligence,2013,286914,Professional,Hampshire,Beginner,35-55,0,60,Graduate,Pass,-73,234,307,234,47,245,505,75,87.77777778,Data Science,13,20,Lowasbence,Udemy,Very Low,1,283,208,
Artificial Intelligence,2013,321121,Professional,Scotland,Intermediate,0-35,1,120,Graduate,Pass,-73,234,307,234,34,158,339,92,83.90909091,Artificial Intelligence,6,25,Lowasbence,Coursera,Very High ,0,200,108,
Artificial Intelligence,2014,683742,Professional,Cheshire,Intermediate,0-35,0,60,Graduate,Pass,-73,262,335,262,79,371,1819,83,46.6,Machine learning,38,21,Highasbence,Byjus,Medium,0,214,131,
Artificial Intelligence,2014,684072,Professional,Scotland,Intermediate,35-55,0,60,Graduate,Pass,-73,262,335,262,89,580,2286,83,81.8,Python,8,14,Lowasbence,Unacademy,High,1,216,133,
Artificial Intelligence,2012,599068,Student,Wales,Advanced,0-35,0,60,Graduate,Pass,-73,261,334,261,132,630,1281,100,85,Data Science,30,14,Highasbence,Vedantu,Low,1,216,116,
Artificial Intelligence,2014,678419,Student, Oxfordshire,Advanced,0-35,0,60,Graduate,Pass,-73,269,342,269,54,208,1069,80,86.25,Artificial Intelligence,8,14,Lowasbence,Embibe,Very Low,0,253,173,
Artificial Intelligence,2012,585033,Student,Scotland,Beginner,0-35,0,60,Graduate,Pass,-73,268,341,268,64,495,2253,92,82.83333333,Data Science,12,15,Lowasbence,Toppr,Very High ,1,220,128,
Artificial Intelligence,2012,597797,Student,Norfolk,Intermediate,0-35,0,60,Graduate,Pass,-73,268,341,268,86,547,2549,92,72.66666667,Artificial Intelligence,30,19,Highasbence,Brainly,Medium,1,286,194,
Artificial Intelligence,2014,656607,Professional,Surrey,Beginner,0-35,0,60,Graduate,Pass,-73,269,342,269,102,791,3559,92,74.75,Artificial Intelligence,6,25,Lowasbence,Class Plus,High,1,212,120,
Artificial Intelligence,2013,622074,Professional,Buckingham,Intermediate,35-55,0,30,Graduate,Pass,-73,241,314,241,37,182,363,90,86.22222222,Python,21,16,Highasbence,EduKart,Low,0,225,135,
Artificial Intelligence,2011,508537,Professional,Yorkshire Region,Intermediate,0-35,0,60,Graduate,Pass,-72,240,312,240,166,732,2871,92,95.27272727,Python,14,21,Lowasbence,WizIQ,Very Low,0,270,178,
Artificial Intelligence,2014,684250,Student,Cheshire,Intermediate,0-35,0,60,Graduate,Pass,-72,262,334,262,17,75,183,83,56.4,Python,12,14,Lowasbence,Udemy,Very High ,0,224,141,
Artificial Intelligence,2014,632451,Professional,Singapore,Beginner,35-55,0,60,Graduate,Pass,-72,269,341,269,67,388,1801,50,82.8,Python,38,12,Highasbence,Coursera,Medium,0,209,159,
Artificial Intelligence,2012,585695,Student,Singapore,Advanced,0-35,0,90,Post Graduate,Pass,-72,261,333,261,75,313,786,71,93,Artificial Intelligence,20,48,Lowasbence,Byjus,High,0,276,205,
Artificial Intelligence,2012,599947,Student,Buckingham,Beginner,0-35,0,120,Graduate,Pass,-72,261,333,261,65,253,466,100,74.14285714,Python,30,20,Highasbence,Unacademy,Low,0,272,172,
Artificial Intelligence,2014,646322,Student,Cheshire,Intermediate,35-55,0,60,Graduate,Pass,-72,262,334,262,110,517,1044,100,75.28571429,Data Science,16,23,Lowasbence,Vedantu,Very Low,1,251,151,
Artificial Intelligence,2014,647464,Student,Leicester,Intermediate,0-35,0,120,Graduate,Pass,-72,262,334,262,66,322,654,71,88,Artificial Intelligence,38,21,Highasbence,Embibe,Very High ,0,244,173,
Artificial Intelligence,2014,679454,Student,Norfolk,Advanced,0-35,0,60,Graduate,Pass,-72,262,334,262,83,387,804,100,85.42857143,Data Science,8,14,Lowasbence,Toppr,Medium,1,217,117,
Artificial Intelligence,2013,612002,Professional, Oxfordshire,Intermediate,35-55,0,30,Graduate,Pass,-72,241,313,241,45,221,823,90,93.11111111,Artificial Intelligence,21,25,Highasbence,Brainly,High,0,206,116,
Artificial Intelligence,2013,621716,Professional,Ireland,Advanced,35-55,0,30,Graduate,Pass,-72,241,313,241,68,319,1171,80,74.75,Machine learning,22,13,Highasbence,Class Plus,Low,0,235,155,
Artificial Intelligence,2011,433755,Student,Leicester,Advanced,0-35,1,180,Graduate,Pass,-71,240,311,240,98,366,873,83,85.5,Python,38,21,Highasbence,EduKart,Very Low,0,268,185,
Artificial Intelligence,2011,447759,Professional,Leicester,Beginner,35-55,1,60,Post Graduate,Pass,-71,240,311,240,144,842,3599,92,92.27272727,Data Science,8,14,Lowasbence,WizIQ,Very High ,0,241,149,
Artificial Intelligence,2011,506233,Professional,London ,Beginner,35-55,0,60,Graduate,Pass,-71,240,311,240,31,106,214,92,74.90909091,Artificial Intelligence,20,19,Lowasbence,Udemy,Medium,0,285,193,
Artificial Intelligence,2011,533347,Professional,Buckingham,Intermediate,0-35,0,60,Graduate,Pass,-71,240,311,240,45,164,433,83,64.3,Data Science,20,15,Lowasbence,Coursera,High,0,200,117,
Artificial Intelligence,2012,2588742,Professional,Cheshire,Beginner,0-35,2,60,Graduate,Pass,-71,268,339,268,57,129,309,92,73.45454545,Artificial Intelligence,4,50,Lowasbence,Byjus,Low,1,231,139,
Artificial Intelligence,2013,123462,Student,London ,Intermediate,0-35,1,120,Graduate,Pass,-71,234,305,234,60,420,1001,83,84.6,Machine learning,8,15,Lowasbence,Unacademy,Very Low,1,249,166,
Artificial Intelligence,2013,130013,Professional,Cheshire,Intermediate,0-35,0,60,Post Graduate,Pass,-71,234,305,234,25,124,252,92,77.45454545,Python,12,14,Lowasbence,Vedantu,Very High ,1,252,160,
Artificial Intelligence,2014,681984,Student,Surrey,Intermediate,0-35,0,60,Graduate,Pass,-71,262,333,262,10,46,82,83,43.6,Data Science,14,21,Lowasbence,Embibe,Medium,1,218,135,
Artificial Intelligence,2014,676589,Student,Surrey,Beginner,0-35,0,60,Graduate,Pass,-71,262,333,262,111,450,980,100,78.42857143,Artificial Intelligence,14,25,Lowasbence,Toppr,High,0,290,190,
Artificial Intelligence,2014,680017,Student,Leicester,Beginner,0-35,0,60,Graduate,Pass,-71,262,333,262,85,585,1140,100,82.42857143,Data Science,32,2,Highasbence,Brainly,Low,0,236,136,
Artificial Intelligence,2014,678026,Professional,Singapore,Intermediate,0-35,0,60,Graduate,Pass,-71,269,340,269,65,269,837,80,61.75,Artificial Intelligence,6,27,Lowasbence,Class Plus,Very Low,0,286,206,
Artificial Intelligence,2014,679631,Student, Oxfordshire,Intermediate,0-35,0,60,Graduate,Pass,-71,269,340,269,113,650,2797,80,81.5,Machine learning,13,20,Lowasbence,EduKart,Very High ,1,252,172,
Artificial Intelligence,2012,597293,Student,London ,Intermediate,0-35,0,120,Graduate,Pass,-71,268,339,268,166,880,3360,92,80,Python,30,14,Highasbence,WizIQ,Medium,0,265,173,
Artificial Intelligence,2012,598285,Student,Norfolk,Beginner,35-55,0,120,Post Graduate,Pass,-71,268,339,268,94,597,2694,92,80.33333333,Data Science,21,16,Highasbence,Udemy,High,0,239,147,
Artificial Intelligence,2012,598543,Student,Singapore,Beginner,0-35,0,90,Graduate,Pass,-71,268,339,268,85,682,2540,92,80.41666667,Artificial Intelligence,30,12,Highasbence,Coursera,Low,0,271,179,
